Age,Education,Marital_Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount_Purchases,Total_Promo,NumWebVisitsMonth,cluster
68,0,0,1,2,15056,88,4655,76,6,12,3,21,6,40,2,2,3,5,0,5,1
55,2,0,1,1,26954,17,4285,17,4,1,11,0,0,1,1,0,2,1,0,7,1
41,2,0,1,1,22327,24,4564,94,5,4,8,2,0,5,1,0,3,1,0,5,1
61,2,1,1,2,44393,60,4544,86,24,2,20,2,2,10,1,0,4,2,0,4,1
74,4,0,1,1,62000,1020,4541,25,899,0,101,0,0,20,6,6,13,1,1,4,0
64,4,1,1,1,31497,155,4803,22,108,1,28,13,1,4,3,1,4,2,0,8,1
52,1,1,1,2,45894,51,4355,15,27,2,7,0,2,13,1,0,3,1,0,5,1
56,3,0,0,0,78579,1812,4787,35,816,66,549,120.5,66,99,5,6,4,1,0,3,2
57,3,0,1,1,67369,1461,4822,81,1225,0,70,37,14,42,7,4,10,4,2,4,0
66,2,0,1,1,58401,96,4303,55,10,0,11,17,29,29,1,2,2,1,0,4,1
74,2,0,1,1,62307,160,4365,94,87,13,34,10,6,10,4,0,4,1,0,5,1
57,3,1,1,2,43641,139,4666,50,57,2,51,4,2,23,2,1,4,3,0,6,1
58,3,0,1,1,63841,908,4667,64,635,15,100,20,7,126.5,9,3,9,1,0,6,0
61,1,1,1,1,46891,183,4534,91,43,12,23,29,15,61,2,1,4,1,0,4,1
57,3,1,1,1,70091,1161,4688,11,964,34,137,15,0,11,5,2,10,2,1,8,0
54,4,1,0,0,78075,988,4318,72,572,8,259,34,35,80,3,5,5,1,0,1,2
65,1,0,1,1,59184,1072,4891,6,341,81,113,120.5,81,66,6,6,12,3,0,5,0
49,2,1,1,2,54809,174,4524,0,63,6,57,13,13,22,2,1,5,4,0,4,1
67,2,1,1,1,58113,758,4753,66,221,81,169,102,78,84,9,2,8,3,0,7,0
68,3,1,1,1,51412,195,4413,42,140,3,29,4,5,14,3,2,4,2,0,4,1
47,2,0,1,1,15287,31,4860,60,1,2,8,4,3,13,1,1,2,2,1,7,1
69,3,1,0,0,66636,1084,4549,64,291,10,556,84,10,0,3,4,9,1,0,1,2
70,3,1,1,1,50965,685,4727,87,544,13,85,8,6,29,10,4,5,3,1,8,0
61,4,1,0,0,84618,1672,4452,96,684,81,556,21,66,0,6,9,10,1,1,2,2
36,2,1,0,0,18351,43,4476,1,1,12,9,0,14,7,2,0,3,1,0,7,1
69,4,1,1,2,40451,49,4366,54,35,0,4,0,0,10,1,1,2,1,1,5,1
61,2,1,1,1,36317,133,4636,53,87,3,25,3,2,13,3,0,4,2,0,7,1
69,2,1,1,1,42213,363,4493,96,309,3,24,4,3,20,5,1,7,2,1,7,0
71,2,1,1,1,65748,545,4673,58,172,73,93,95,78,34,2,4,10,2,0,1,2
54,2,1,1,1,77044,1065,4478,12,625,38,242,50,34,76,7,11,11,2,1,4,2
57,2,1,0,0,74918,2047,4707,78,972,59,556,25,19,59,5,9,6,1,1,3,2
54,2,1,1,2,56721,296,4839,64,157,6,39,6,13,75,4,1,5,5,0,6,0
51,2,0,1,2,42160,140,4599,26,48,9,45,3,15,20,2,1,4,4,0,6,1
61,2,0,1,1,61559,530,4580,8,279,81,88,32,14,34,4,2,10,1,0,3,0
63,4,1,1,2,33629,152,4923,49,132,0,16,0,0,4,3,1,4,5,0,9,1
35,4,1,0,0,68682,1598,4499,56,919,0,505,99,30,45,4,9,10,1,0,2,2
63,2,0,1,1,34377,114,4759,55,62,0,22,3,1,26,2,2,2,2,0,7,1
40,0,0,1,1,8940,101,4909,25,1,45,3,4,6,42,3,1,3,3,0,8,1
53,2,1,1,1,26228,25,4513,50,2,6,4,3,1,9,1,0,2,1,0,8,1
69,1,0,0,0,77297,789,4752,84,408,61,109,48,81,41,5,7,9,1,1,4,2
45,2,1,1,2,40211,87,4567,30,51,1,7,2,1,25,2,1,2,2,1,8,1
68,4,0,1,2,33438,90,4513,81,62,1,16,3,2,6,2,1,4,4,0,5,1
67,4,1,1,1,75032,1215,4660,74,952,12,180,47,12,12,5,4,9,2,0,3,0
71,4,0,0,0,61284,811,4493,76,618,15,106,20,7,45,11,2,8,1,1,6,2
40,2,1,1,1,22518,61,4848,36,11,7,12,2,2,27,2,1,2,2,1,5,1
51,3,1,1,1,54730,405,4551,64,318,3,17,4,7,56,4,1,8,5,0,4,0
71,3,1,1,2,38452,72,4324,62,56,0,14,0,0,2,3,0,3,3,0,7,1
55,2,0,1,2,44421,189,4732,53,110,5,59,7,1,7,5,0,4,5,0,8,1
40,4,1,1,1,38197,40,4598,86,23,0,11,2,1,3,1,0,3,1,0,5,1
48,2,0,1,1,41986,63,4373,15,27,5,8,8,3,12,3,0,4,3,0,4,1
43,2,1,1,1,28427,52,4698,67,18,3,19,3,3,6,2,0,3,2,0,8,1
50,4,1,1,1,37395,39,4291,47,18,0,9,0,1,11,1,0,3,1,0,6,1
55,2,1,1,1,64722,805,4267,47,303,0,280,60,81,15,8,2,11,4,0,6,0
70,3,1,1,1,55249,130,4306,81,97,1,19,2,0,11,2,1,4,1,0,3,1
54,2,1,0,0,84906,1631,4501,98,997,15,414,99,30,76,5,6,12,1,3,2,2
37,2,1,1,1,28691,34,4593,56,5,4,13,8,0,4,1,0,3,1,0,8,1
74,2,0,1,2,44213,152,4445,48,95,11,35,0,4,7,2,1,5,4,0,6,1
42,0,0,1,1,25707,21,4395,18,1,6,2,3,6,3,1,0,3,1,0,7,1
59,4,1,1,3,59062,71,4502,74,46,1,12,3,0,9,2,0,3,2,0,4,1
64,2,0,1,1,76624,899,4269,68,411,81,147,54,81,66,5,10,7,1,1,1,2
79,3,1,0,0,66000,711,4303,36,244,51,270,101,0,45,1,3,5,1,0,1,2
48,4,1,1,1,27683,351,4927,90,152,9,121,12,12,45,6,2,4,4,0,8,0
55,2,0,0,0,1730,8,4275,65,1,1,3,1,1,1,0,0,0,15,0,20,1
34,0,0,1,1,7500,119,4806,63,10,17,18,8,26,40,3,2,2,4,0,9,1
58,2,1,1,2,40521,21,4683,82,12,0,5,0,0,4,0,1,2,1,0,5,1
53,4,1,1,1,20427,10,4330,63,5,0,4,0,0,1,1,0,2,1,0,8,1
51,2,1,1,1,65106,973,4269,55,790,19,133,12,0,19,8,3,13,3,1,6,0
61,4,1,0,0,69969,1536,4539,64,882,29,514,38,29,44,4,2,6,1,2,3,2
74,2,1,1,2,67433,992,4581,51,615,28,259,12,48,30,6,5,13,4,1,4,0
59,4,1,1,1,77766,1529,4725,97,1004,59,265,115,59,27,11,10,11,2,1,6,2
54,2,1,1,1,74716,860,4523,92,133,27,421,13,81,71,7,3,5,2,0,4,0
63,2,0,1,1,68118,928,4487,51,595,23,123,10,23,126.5,8,9,4,2,0,6,0
56,4,1,1,2,55158,418,4932,72,293,0,87,4,11,23,7,2,5,4,0,7,0
71,1,1,1,1,62972,587,4928,39,313,15,47,20,0,126.5,7,4,3,2,0,6,0
51,2,1,1,1,74190,641,4281,49,151,81,86,120.5,81,64,4,2,11,2,0,2,2
50,2,1,1,2,39356,23,4335,21,15,0,2,0,0,6,1,0,2,1,1,6,1
57,2,1,0,0,76653,2279,4550,91,736,63,556,120.5,81,126,4,7,11,1,2,2,2
53,4,0,1,2,35860,49,4274,37,15,0,8,4,2,20,1,1,2,2,1,5,1
43,4,0,0,0,90687,1779,4636,98,982,17,556,23,34,51,6,2,8,1,1,2,2
44,3,1,0,0,73450,1804,4439,85,1142,51,415,90,69,37,7,8,11,1,2,3,2
66,2,1,1,2,31454,48,4591,40,28,0,11,0,0,9,2,0,3,3,0,8,1
74,2,0,1,2,47139,83,4348,2,46,0,12,0,2,23,2,1,2,2,0,7,1
51,2,0,0,0,83829,1862,4497,78,897,81,430,120.5,81,27,4,7,6,0,3,1,2
63,4,1,1,2,53378,793,4876,41,489,6,152,8,6,126.5,9,4,6,10,0,8,0
56,2,1,1,1,19656,84,4739,94,25,4,9,6,8,32,2,1,3,3,0,7,1
78,4,1,1,1,45579,183,4546,10,145,1,33,2,1,1,4,1,4,1,0,6,1
68,1,0,0,0,85485,1383,4241,73,630,26,556,44,18,54,6,6,6,1,0,2,2
82,2,1,0,0,55956,999,4316,22,760,38,104,50,9,38,7,3,4,2,1,4,2
63,3,0,1,1,64191,825,4756,30,420,15,186,120.5,38,15,5,3,13,3,0,3,0
54,2,0,1,1,38808,246,4905,21,125,17,52,3,19,30,5,1,4,4,1,8,0
60,3,1,1,2,57183,610,4700,51,464,5,64,7,0,70,9,1,7,8,0,8,0
58,3,0,1,1,23748,76,4818,97,6,6,29,12,15,8,2,1,3,3,0,8,1
55,2,1,1,1,66303,1286,4721,56,1090,12,96,16,12,60,3,4,11,4,1,8,0
51,3,1,1,1,37368,30,4428,4,3,2,11,2,2,10,1,0,2,1,1,6,1
62,2,1,1,3,40800,99,4777,77,24,0,27,8,30,10,3,0,3,2,0,7,1
48,2,0,0,0,71847,1192,4879,95,737,21,106,55,63,126.5,6,7,9,0,1,3,2
51,2,1,1,1,46149,362,4445,36,254,6,71,4,0,27,5,1,7,5,0,5,0
43,2,1,0,0,78687,2130,4922,13,817,81,556,120.5,55,126.5,4,6,8,1,1,2,2
55,1,0,0,0,49118,1229,4913,90,620,54,239,99,81,119,9,7,10,2,2,7,2
69,4,1,1,2,37633,38,4880,49,13,4,20,0,0,1,1,0,3,2,0,9,1
75,3,1,0,0,39767,485,4576,18,113,61,204,34,26,47,7,1,7,2,0,8,0
75,0,1,0,0,26997,434,4834,89,7,23,78,120.5,49,126.5,4,2,5,2,0,7,0
56,2,0,1,1,33986,44,4705,43,16,2,18,2,1,5,1,0,3,1,0,7,1
54,4,1,1,1,57091,496,4816,82,462,0,24,6,0,4,9,2,5,2,1,7,0
57,1,1,1,2,46831,78,4619,84,22,2,10,6,4,34,1,2,2,2,0,4,1
54,3,1,0,0,83151,2346,4737,80,968,81,556,120.5,42,126.5,5,7,10,1,3,2,2
55,2,1,0,0,52531,794,4779,68,283,81,151,51,72,125,7,2,10,2,0,6,2
70,2,1,0,0,15759,17,4530,12,1,2,5,6,0,3,1,0,2,1,0,7,1
55,2,0,1,1,22804,26,4566,75,14,1,7,2,1,1,2,0,2,1,0,9,1
53,1,1,1,1,43050,76,4336,10,30,5,24,6,3,8,2,0,4,2,0,5,1
49,4,0,1,2,42997,15,4437,91,4,0,5,0,1,5,1,0,2,1,0,7,1
63,4,0,1,2,48918,62,4311,21,52,0,9,0,0,1,1,0,4,2,0,4,1
72,3,1,1,1,60033,198,4325,28,62,1,57,19,11,48,2,1,5,2,0,2,1
48,4,1,1,1,34043,49,4480,97,20,2,14,3,0,10,2,0,2,1,0,9,1
60,2,1,1,1,57811,802,4603,49,545,7,114,37,21,78,7,2,11,5,1,5,0
80,2,1,0,0,78569,1736,4363,14,558,79,556,120.5,81,95,4,6,4,1,1,1,2
48,2,0,1,2,7500,57,4782,5,6,5,4,13,4,25,2,1,3,4,0,6,1
55,3,1,1,1,117416.25,59,4623,37,39,1,9,2,0,8,1,0,1,0,0,1,1
73,2,1,0,0,94384,2302,4715,62,1111,24,556,120.5,45,126.5,5,8,5,0,3,2,2
41,1,1,0,0,23148,37,4364,83,4,6,8,6,3,10,2,0,3,1,0,7,1
56,2,0,1,2,44267,310,4722,48,183,5,65,3,5,49,5,2,4,5,0,9,0
47,2,1,0,0,71626,1305,4838,94,546,72,376,94,81,72,5,5,8,1,1,3,2
60,2,1,1,1,60894,832,4599,61,606,7,155,10,0,54,10,3,8,5,0,7,0
50,2,1,1,2,50200,401,4685,70,266,6,51,8,6,64,7,1,5,6,0,8,0
61,4,1,0,0,81051,1501,4270,43,1142,29,249,38,29,14,5,5,12,1,2,2,2
44,2,1,0,0,65169,1189,4399,23,1074,0,69,0,0,46,10,4,13,1,4,6,2
54,2,1,1,1,59868,1194,4575,37,771,51,154,54,10,126.5,11,2,12,7,0,6,0
66,4,1,1,1,65695,656,4382,50,371,32,189,0,58,6,5,4,10,2,0,4,0
70,3,0,0,0,64857,1540,4816,78,556,14,556,120.5,0,43,7,5,10,1,0,4,2
61,3,1,1,1,45143,311,4540,74,202,5,74,11,5,14,6,1,5,3,0,7,0
71,1,1,1,1,74805,820,4468,14,209,81,209,41,81,37,4,7,10,5,0,2,2
37,1,1,1,1,59060,274,4402,77,35,40,111,36,40,12,3,1,7,3,0,4,0
64,4,0,1,2,27238,57,4668,39,37,0,17,0,0,3,3,0,3,3,0,9,1
61,2,1,1,1,47009,448,4504,89,171,45,73,59,10,90,3,2,8,4,0,4,0
53,1,1,1,2,46094,44,4252,62,12,2,20,3,2,5,1,0,3,1,0,7,1
54,2,1,1,2,40321,102,4568,59,44,4,21,6,0,27,3,0,3,2,0,7,1
42,2,1,1,1,37235,61,4381,68,20,2,9,4,6,20,1,1,2,1,0,4,1
66,3,1,0,0,81843,1643,4666,13,779,81,537,34,69,126.5,5,9,12,1,0,3,2
68,3,1,1,1,46692,397,4621,37,170,6,97,24,12,88,6,1,5,3,0,6,0
58,2,1,1,1,77382,1121,4406,36,491,48,231,112,81,126.5,5,7,12,2,1,1,2
49,2,0,1,2,37774,473,4897,28,173,8,107,7,2,126.5,7,2,3,4,1,9,0
52,0,1,1,1,18393,50,4325,2,7,10,13,16,0,4,3,0,3,2,0,8,1
64,3,1,1,1,72828,1678,4733,17,1205,0,235,19,14,126.5,6,3,13,6,0,7,0
44,2,1,0,0,24711,58,4305,86,10,7,25,6,3,7,3,0,3,1,0,7,1
51,4,1,1,1,45503,170,4510,54,97,4,44,6,1,18,3,1,4,1,0,5,1
44,3,0,0,0,6560,373,4432,2,67,11,26,4,3,126.5,1,0,1,0,0,17,1
81,4,1,0,0,71604,1196,4457,3,345,53,528,98,75,97,8,3,5,1,1,4,2
47,2,1,1,1,27244,101,4347,84,6,5,17,3,24,46,2,2,2,2,0,7,1
57,2,1,1,2,48752,316,4797,8,73,57,100,71,15,0,6,1,5,5,0,9,0
64,2,1,1,1,71434,1400,4517,4,711,36,217,120.5,81,126.5,7,4,7,3,2,4,2
78,2,0,0,0,90842,1424,4568,57,774,70,118,120.5,81,93,4,9,13,1,0,1,2
48,3,1,1,1,88097,844,4913,24,163,0,480,0,81,75,6,5,8,1,3,9,0
51,2,1,1,1,51948,311,4518,51,82,33,54,71,30,41,5,2,4,2,0,5,0
44,2,1,0,0,71853,1149,4650,29,358,81,413,120.5,81,32,2,8,6,1,0,1,2
43,3,1,0,0,35876,129,4303,13,66,2,40,4,3,14,3,1,3,1,0,6,1
74,2,0,1,1,40049,32,4489,23,13,6,7,0,3,3,1,0,3,1,0,6,1
44,2,0,1,1,39660,299,4923,36,139,13,78,20,13,36,7,1,3,3,0,9,0
64,2,1,1,1,50127,320,4264,88,274,0,21,4,6,15,5,1,6,1,1,6,1
49,3,1,1,1,43263,441,4818,2,262,6,61,0,10,102,5,2,6,3,0,5,0
77,3,1,1,2,62845,1178,4869,3,1099,0,45,0,0,34,3,4,10,11,1,8,0
36,2,1,0,0,18929,85,4731,15,32,0,8,23,4,18,1,0,4,1,0,6,1
44,0,0,1,1,24367,24,4699,58,2,4,2,0,11,5,1,0,2,1,0,9,1
51,2,0,1,1,33249,112,4727,11,6,10,21,19,14,42,2,1,3,2,0,6,1
67,1,1,1,1,26887,30,4737,27,6,7,4,3,4,6,1,0,3,1,0,6,1
43,4,1,0,0,50150,410,4607,32,135,46,92,65,61,11,5,2,7,2,0,5,2
50,2,1,1,1,62061,800,4535,12,641,7,84,0,30,38,10,4,7,3,1,6,0
64,4,0,0,0,85696,1313,4655,88,714,76,395,116,0,12,4,6,9,1,0,1,2
70,4,1,0,0,76542,1483,4689,91,794,73,556,0,29,14,4,8,10,1,0,2,2
33,2,0,0,0,70515,1258,4484,12,420,0,452,120.5,64,126.5,6,6,4,1,0,2,2
39,2,1,1,1,18227,28,4831,21,1,2,7,4,3,11,0,1,2,1,0,8,1
61,2,1,1,1,69139,227,4386,23,86,12,75,33,15,6,4,1,5,1,0,4,0
44,2,1,0,0,69109,1555,4830,10,823,25,459,120.5,29,95,6,6,7,1,1,4,2
64,2,0,1,1,69627,861,4702,35,231,81,215,120.5,30,53,8,2,11,2,0,5,0
48,2,1,1,1,38136,103,4666,69,8,15,27,0,20,33,3,1,2,2,1,8,1
80,4,0,0,0,62159,634,4295,68,182,17,259,77,70,29,6,2,10,1,0,4,2
63,2,0,0,0,80695,1918,4415,85,557,81,556,120.5,37,18,5,8,5,1,0,2,2
55,3,0,1,2,33316,131,4501,34,79,1,31,4,4,12,2,1,4,3,0,6,1
58,2,1,1,2,58554,586,4874,55,368,24,68,38,0,88,8,2,6,6,0,7,0
34,0,1,1,1,17256,62,4451,10,6,4,14,8,8,22,2,1,2,2,1,8,1
52,2,0,1,2,53034,447,4628,30,160,15,196,15,11,50,6,1,7,8,0,8,0
76,1,1,0,0,52203,939,4931,36,488,21,238,56,81,28,8,7,11,1,0,6,2
49,1,0,1,1,59601,797,4572,14,691,7,69,0,7,23,2,2,7,4,1,8,0
68,3,0,1,1,75154,1143,4896,79,543,10,205,120.5,81,82,6,3,6,1,0,3,0
50,2,0,1,1,47025,415,4467,52,254,7,108,20,0,26,6,3,5,3,0,6,0
53,2,1,1,1,37971,30,4449,97,5,4,10,2,2,7,1,0,3,1,0,8,1
58,3,0,1,1,41335,187,4418,24,112,19,21,16,14,5,4,1,4,3,0,7,1
68,2,1,1,1,67267,251,4280,0,134,11,59,15,2,30,3,2,5,1,0,2,0
51,2,0,1,1,57338,237,4294,96,143,6,52,11,8,17,4,1,5,2,0,5,1
66,1,1,1,2,50523,91,4419,89,51,4,24,4,7,1,2,0,4,2,0,6,1
61,3,0,1,3,35791,35,4652,94,27,0,5,0,0,3,1,0,3,2,0,8,1
66,4,0,1,1,50611,493,4866,98,459,0,24,6,0,4,4,5,7,6,1,6,0
57,4,1,1,1,56242,971,4716,72,689,8,167,11,8,88,8,4,11,5,0,6,0
66,2,0,1,1,48904,371,4807,1,283,10,38,0,13,27,7,2,4,4,0,8,0
51,2,0,1,3,56243,396,4414,26,347,0,35,4,3,7,4,2,8,6,0,5,0
41,2,1,1,1,21355,68,4546,5,5,13,14,0,5,31,2,1,2,2,1,6,1
55,3,1,1,1,57420,322,4602,22,280,0,18,0,0,24,5,1,6,3,1,7,1
56,3,1,1,1,51381.5,317,4687,39,187,5,65,26,20,14,4,2,6,2,0,5,0
71,3,0,1,1,46390,222,4288,56,95,14,64,2,9,38,4,2,3,1,0,7,1
70,1,1,1,2,54342,177,4594,74,84,10,34,11,10,28,3,1,4,4,0,6,0
68,2,1,1,2,51381.5,45,4897,87,19,4,12,2,2,6,1,0,3,1,0,5,1
62,1,0,1,2,51381.5,21,4401,49,5,1,9,2,0,4,1,0,2,1,0,7,1
53,2,1,1,1,20895,45,4864,24,18,3,17,3,0,4,2,0,3,1,0,9,1
78,2,1,0,0,92344,1899,4398,9,992,24,556,51,19,119,5,10,5,0,2,1,2
54,4,1,1,1,51381.5,42,4352,17,25,1,13,0,0,3,1,0,3,1,0,7,1
50,1,1,1,2,26907,22,4546,10,9,1,7,0,3,2,1,0,3,2,0,7,1
46,2,1,1,2,44964,41,4793,35,19,1,17,2,0,2,1,0,3,1,0,8,1
47,2,1,0,0,75507,1440,4291,56,709,81,374,104,80,80,8,6,6,1,0,3,2
54,3,1,1,2,53761,325,4494,7,158,0,76,13,7,71,4,4,3,6,0,5,0
53,2,1,1,1,22682,95,4502,51,10,14,29,4,2,36,2,1,4,3,0,4,1
54,4,1,1,1,38887,42,4352,17,25,1,13,0,0,3,1,0,3,1,0,7,1
51,1,0,1,2,41658,72,4830,30,8,4,12,15,4,29,1,1,2,2,0,4,1
54,4,1,1,1,29791,20,4278,21,14,0,6,0,0,0,2,0,3,2,0,5,1
70,3,1,1,2,63915,789,4567,2,622,7,115,30,0,15,6,3,12,2,0,5,0
52,2,0,1,2,39996,15,4271,85,11,0,3,0,0,1,1,0,2,1,0,6,1
54,2,0,1,1,26759,59,4375,65,25,3,16,8,5,2,2,1,3,2,0,6,1
58,3,0,1,1,63841,908,4667,64,635,15,100,20,7,126.5,9,3,9,1,0,6,0
57,4,1,1,2,51039,417,4799,11,100,64,79,65,0,109,6,2,4,2,0,7,0
65,2,1,1,2,60544,289,4906,92,201,2,43,3,5,35,5,1,5,4,0,6,0
54,2,1,1,1,65685,769,4325,54,642,14,49,0,7,57,9,2,9,1,0,5,0
73,2,1,1,1,37716,188,4302,4,97,1,41,6,2,41,4,1,3,2,0,7,1
69,2,0,1,1,36864,354,4918,53,204,5,39,17,0,89,5,2,4,3,0,8,0
56,3,1,1,1,44511,727,4858,39,513,7,133,46,14,14,8,4,8,6,0,8,0
59,4,1,1,2,36947,146,4924,49,88,3,21,4,1,29,3,0,4,4,0,9,1
75,3,1,1,1,47352,319,4677,70,172,12,112,8,0,15,6,1,5,4,0,7,0
73,3,1,1,1,67087,794,4427,40,329,35,222,120.5,35,43,7,5,8,2,0,4,0
76,2,1,1,1,57045,454,4892,40,296,13,104,11,13,17,4,2,9,3,0,3,0
73,4,0,1,2,36957,152,4894,43,100,2,16,2,1,31,3,2,2,4,0,9,1
49,4,1,1,1,69389,797,4872,17,422,7,238,69,46,15,7,2,12,1,0,4,0
54,2,1,1,1,80134,1690,4638,40,1218,16,272,104,0,80,5,3,6,2,3,6,0
57,3,1,1,2,43142,20,4364,84,5,1,7,2,1,4,1,0,2,1,0,7,1
82,2,1,0,0,80589,1428,4391,25,507,81,520,120.5,40,26,5,10,5,1,1,1,2
36,2,0,1,1,34412,209,4734,62,52,12,50,4,36,55,5,0,3,3,0,9,1
47,2,0,1,1,57537,545,4617,83,191,56,139,51,8,100,4,3,8,4,0,4,0
60,0,1,0,0,22634,96,4762,47,2,23,11,8,6,46,2,1,2,1,0,8,1
78,2,1,0,0,51315,222,4359,45,68,28,39,16,30,41,2,2,5,1,0,2,2
54,2,1,1,3,36026,61,4338,34,20,4,10,6,4,17,2,0,3,2,0,6,1
53,2,1,1,2,24639,44,4385,3,20,3,16,0,4,1,2,0,4,3,0,6,1
54,4,1,1,3,34578,8,4312,1,7,0,1,0,0,0,1,0,2,1,0,6,1
54,1,0,0,0,65704,817,4492,18,279,81,74,38,8,126.5,2,10,10,1,0,1,2
60,2,0,1,1,63810,1371,4828,45,977,12,253,16,12,101,4,3,12,4,1,8,0
57,4,1,1,1,54132,42,4366,81,30,1,8,0,0,3,1,0,3,1,0,7,1
67,2,1,0,0,18690,60,4781,77,6,1,7,23,4,19,1,1,2,1,0,8,1
56,2,1,1,1,28164,78,4654,23,3,18,26,11,8,12,2,0,4,3,0,7,1
52,4,1,1,1,34596,23,4675,48,14,0,2,0,0,7,1,0,2,1,0,8,1
54,4,1,1,1,43269,19,4519,61,10,1,7,0,0,1,1,0,2,1,0,8,1
68,1,0,1,2,38741,61,4324,60,7,10,17,8,6,13,2,0,3,2,0,7,1
54,2,0,0,0,31907,449,4715,75,33,81,64,120.5,16,74,6,1,6,1,0,7,2
43,3,1,1,1,27100,37,4683,64,12,0,13,2,0,10,1,0,3,1,0,7,1
53,1,0,1,1,31163,38,4369,54,2,3,10,11,2,10,1,0,3,1,0,6,1
41,2,1,0,0,92533,1131,4425,84,693,21,118,110,81,42,6,5,11,1,2,2,2
53,2,0,1,2,34853,34,4421,75,9,3,15,2,3,2,2,0,3,2,0,6,1
59,2,0,1,2,70844,294,4475,16,129,26,67,3,67,2,6,1,5,5,0,7,0
47,1,1,1,2,31086,48,4654,79,16,2,11,3,0,16,1,1,2,2,1,8,1
65,2,1,1,2,60544,289,4906,92,201,2,43,3,5,35,5,1,5,4,0,6,0
40,1,1,0,0,20491,30,4753,16,5,4,5,4,2,10,0,1,2,1,0,7,1
62,2,1,0,0,42523,125,4300,96,14,36,11,3,26,35,1,1,4,1,0,2,1
43,2,1,1,1,39922,156,4733,30,29,12,59,19,1,36,3,0,4,2,0,8,1
74,2,1,1,2,33402,70,4579,60,26,2,19,10,5,8,2,1,3,3,0,8,1
77,3,1,1,2,36408,22,4514,11,9,1,4,3,2,3,1,0,2,1,0,6,1
47,2,1,1,1,21645,65,4897,75,14,0,23,4,5,19,3,0,3,3,0,9,1
78,3,0,0,0,78427,1930,4846,36,972,19,556,120.5,26,126.5,3,7,10,3,1,3,2
80,2,1,0,0,82657,2283,4508,71,966,81,556,120.5,81,126,7,5,10,1,2,4,2
68,2,1,0,0,51876,310,4490,88,99,27,102,28,48,6,2,2,8,1,0,1,2
55,1,1,0,0,78041,1319,4793,93,482,35,553,72,81,17,4,4,9,1,0,2,2
69,2,1,1,1,52852,879,4808,93,714,8,99,11,0,47,10,7,5,4,1,8,0
44,4,1,0,0,70038,1244,4480,54,587,54,348,71,54,126.5,4,4,8,1,0,2,2
53,1,1,1,1,69401,690,4331,41,399,27,159,58,8,39,4,4,5,4,0,2,0
54,2,1,1,1,46053,209,4730,46,56,10,92,19,7,25,3,2,4,3,0,5,0
61,2,1,0,0,77343,1134,4253,28,227,81,556,98,54,31,3,4,9,1,0,1,2
73,2,0,0,0,73892,1507,4461,40,703,81,556,0,58,43,3,11,8,1,0,1,2
59,4,0,1,1,40304,57,4505,82,37,0,17,0,0,3,2,0,3,1,0,7,1
61,4,1,0,0,32727,529,4903,38,167,13,180,86,13,70,7,3,5,2,0,8,0
57,2,1,0,0,68695,1091,4237,3,458,81,356,106,50,40,4,4,7,1,0,2,2
55,2,0,1,1,43300,180,4857,87,91,3,52,2,1,31,4,0,4,3,0,8,1
54,2,1,1,2,26290,77,4766,49,15,8,16,11,5,22,2,0,4,4,0,6,1
56,2,0,0,0,93790,2349,4370,16,1225,68,556,89,81,45,6,7,12,0,3,2,2
52,4,1,0,0,38410,534,4886,65,153,64,123,116,64,14,5,2,9,2,0,6,2
76,3,0,1,1,64866,556,4387,9,508,5,21,7,5,10,7,3,7,4,1,5,0
67,2,1,1,1,57957,637,4547,24,290,59,177,77,5,29,4,6,8,7,0,3,0
71,4,1,1,2,46015,46,4310,25,38,0,2,0,0,6,1,0,3,1,2,7,1
48,2,1,1,1,16531,44,4244,43,2,13,6,7,5,11,3,0,3,3,0,7,1
40,3,1,1,1,28072,47,4589,10,30,0,10,2,0,5,1,0,3,1,0,7,1
63,3,0,1,1,49476,795,4607,29,386,23,95,54,41,126.5,2,11,5,4,0,2,0
73,2,1,1,1,50725,586,4734,45,443,10,75,0,10,48,8,1,8,4,0,8,0
74,2,1,0,0,83844,1574,4646,57,901,31,345,75,31,126.5,4,4,11,1,1,1,2
76,4,1,1,2,41145,13,4374,20,9,0,3,0,0,1,0,0,3,1,0,3,1
56,2,1,1,1,67419,1471,4762,29,846,81,352,91,56,42,9,4,8,4,0,5,0
56,1,1,1,2,23162,65,4423,82,8,3,9,19,4,22,1,1,3,3,0,6,1
49,2,1,1,1,34380,175,4656,68,72,7,58,13,1,24,4,1,3,4,0,8,1
60,2,0,1,1,34704,40,4661,65,29,0,5,0,1,5,1,0,3,1,0,5,1
57,4,1,1,2,94871,1078,4899,99,169,24,553,120.5,0,126.5,8,5,4,1,2,7,0
68,2,1,1,1,65148,1115,4823,9,460,35,422,33,12,126.5,6,6,7,2,0,4,0
72,2,1,1,1,39898,134,4735,20,69,8,26,12,7,12,3,0,4,2,0,7,1
70,3,0,0,0,64857,1540,4816,78,556,14,556,120.5,0,43,7,5,10,1,0,4,2
56,4,1,1,1,59892,87,4472,26,73,0,13,0,1,0,2,1,3,1,0,3,1
39,3,0,0,0,41020,217,4477,68,112,1,54,7,7,36,3,2,4,1,0,3,1
65,4,1,1,1,57072,1034,4389,79,944,0,60,0,0,30,7,5,13,2,1,5,0
